code,name,gender,country_code,country,height,weight,disciplines,birth_date,residence_place,residence_country
1930161,le SOMMER Eugenie,Female,FRA,France,166,80,Football,18-05-1989,,France
1930214,NIKOLAOU Konstantia,Female,CYP,Cyprus,152,66,Shooting,19-04-1984,LIMASSOL,Cyprus
1930226,CARDOZO REY Alisson Camila,Female,COL,Colombia,179,74,Wrestling,15-05-1998,,
1930231,CUERO MUNOZ Jair Alexis,Male,COL,Colombia,165,82,Wrestling,02-04-1993,,
1930234,LISSE Jalen,Male,SUR,Suriname,151,52,Athletics,19-07-2000,PANAMARIBO,Suriname
1930235,ALVAREZ Julian,Male,ARG,Argentina,158,59,Football,31-01-2000,,Great Britain
1930237,AMIONE Bruno,Male,ARG,Argentina,169,76,Football,03-01-2002,,Mexico
1930239,MUNOZ JARAMILLO Carlos Andres,Male,COL,Colombia,163,72,Wrestling,03-08-1992,,
1930249,BELTRAN Lucas,Male,ARG,Argentina,187,71,Football,29-03-2001,,Italy
1930254,TOLEUGALI Batyrkhan,Male,KAZ,Kazakhstan,176,57,Taekwondo,25-07-2006,SEMEY,Kazakhstan
1930255,ABABAKIROV Samirkhon,Male,KAZ,Kazakhstan,185,73,Taekwondo,26-09-2003,SHYMKENT,Kazakhstan
1930276,BUBLIK Alexander,Male,KAZ,Kazakhstan,165,63,Tennis,17-06-1997,SESTRORETSK,Russian Federation
1930278,NEDOVYESOV Aleksandr,Male,KAZ,Kazakhstan,163,84,Tennis,15-02-1987,,
1930284,RYBAKINA Elena,Female,KAZ,Kazakhstan,155,57,Tennis,17-06-1999,BRATISLAVA,Slovakia
1930292,BREY Leandro,Male,ARG,Argentina,152,51,Football,21-09-2002,LOMAS DE ZAMORA,Argentina
1930367,CAICEDO Nicole,Female,ECU,Ecuador,179,70,Athletics,02-09-2000,QUITO,Ecuador
1930371,NAZARENO Aimara,Female,ECU,Ecuador,162,81,Athletics,30-11-2001,GUAYAQUIL,Ecuador
1930372,di CESARE Marco,Male,ARG,Argentina,172,70,Football,30-01-2002,,
1930375,ECHEVERRI Claudio,Male,ARG,Argentina,163,74,Football,02-01-2006,,Argentina
1930384,FERNANDEZ Ezequiel,Male,ARG,Argentina,170,56,Football,25-07-2002,,Argentina
1930386,GARCIA Joaquin,Male,ARG,Argentina,174,67,Football,20-08-2001,,Argentina
1930400,GONDOU Luciano,Male,ARG,Argentina,180,58,Football,22-06-2001,,
1930404,TENORIO Angela Gabriela,Female,ECU,Ecuador,175,62,Athletics,27-01-1996,QUITO,Ecuador
1930405,HEZZE Santiago,Male,ARG,Argentina,157,85,Football,22-10-2001,,Greece
1930407,MOREJON Glenda,Female,ECU,Ecuador,181,52,Athletics,30-05-2000,CUENCA,Ecuador
1930417,LUJAN Gonzalo,Male,ARG,Argentina,178,60,Football,27-04-2001,BUENOS AIRES,Argentina
1930422,TORRES Paula Milena,Female,ECU,Ecuador,165,77,Athletics,17-10-2000,CUENCA,Ecuador
1930426,MEDINA Cristian,Male,ARG,Argentina,167,76,Football,01-06-2002,MORENO,Argentina
1930428,BONILLA Magaly Beatriz,Female,ECU,Ecuador,162,69,Athletics,08-02-1992,,Poland
1930436,OTAMENDI Nicolas,Male,ARG,Argentina,174,63,Football,12-02-1988,,Argentina
1930444,NUNEZ Alan,Male,PAR,Paraguay,188,68,Football,01-10-2004,ASUNCION,Paraguay
1930451,RULLI Geronimo,Male,ARG,Argentina,168,82,Football,20-05-1992,,Spain
1930453,CANTERO Alexis,Male,PAR,Paraguay,165,82,Football,05-02-2003,ASUNCION,Paraguay
1930459,SOLER Julio,Male,ARG,Argentina,150,53,Football,16-02-2005,,Argentina
1930463,CHIRYUKIN Nikita,Male,KAZ,Kazakhstan,178,76,Shooting,05-07-2002,SHYMKENT,Kazakhstan
1930464,MALINOVSKIY Konstantin,Male,KAZ,Kazakhstan,190,72,Shooting,03-08-1999,ALMATY,Kazakhstan
1930465,ALTUKHOVA Arina,Female,KAZ,Kazakhstan,159,70,Shooting,23-09-2003,ALMATY,Kazakhstan
1930466,LE Alexandra,Female,KAZ,Kazakhstan,164,77,Shooting,03-05-2004,ALMATY,Kazakhstan
1930467,SATPAYEV Islam,Male,KAZ,Kazakhstan,184,63,Shooting,21-09-1998,,Kazakhstan
1930468,YUNUSMETOVA Irina,Female,KAZ,Kazakhstan,189,84,Shooting,25-11-2001,SHYMKENT,Kazakhstan
1930478,ORYNBAY Assem,Female,KAZ,Kazakhstan,155,64,Shooting,07-09-1993,YNTYMAK,Kazakhstan
1930479,DMITRIYENKO Mariya,Female,KAZ,Kazakhstan,178,56,Shooting,24-03-1988,SHYMKENT,Kazakhstan
1930486,YECHSHENKO Eduard,Male,KAZ,Kazakhstan,189,58,Shooting,13-11-1999,ALMATY,Kazakhstan
1930532,ZENON Kevin,Male,ARG,Argentina,181,54,Football,30-07-2001,,Argentina
1930539,GRAND'PIERRE Alexandre,Male,HAI,Haiti,180,64,Swimming,22-01-2003,"ATLANTA, GA",United States
1930552,ALSHAMLAN Yousef,Male,KUW,Kuwait,159,76,Fencing,30-08-1998,,
1930706,VIANA VIERA Juliana,Female,BRA,Brazil,187,53,Badminton,23-09-2004,PIAUI,Brazil
1930709,COELHO Ygor,Male,BRA,Brazil,188,80,Badminton,24-11-1996,RIO DE JANEIRO,Brazil
1930739,KNIBB Taylor,Female,USA,United States,187,76,"Cycling Road, Triathlon",14-02-1998,"BOULDER, CO",United States
1930741,KASPER Kirsten,Female,USA,United States,183,76,Triathlon,31-08-1991,"BOULDER, CO",United States
1930747,PEARSON Morgan,Male,USA,United States,152,57,Triathlon,22-09-1993,"BOULDER, CO",United States
1930750,RIDER Seth,Male,USA,United States,162,85,Triathlon,06-03-1997,GIRONA,Spain
1930752,SPIVEY Taylor,Female,USA,United States,186,75,Triathlon,13-04-1991,GIRONA,Spain
1930767,DILLON Faith,Female,USA,United States,173,61,Taekwondo,23-06-2002,"LAS VEGAS, NV",United States
1930770,HEALY Jonathan,Male,USA,United States,162,56,Taekwondo,04-04-1997,"SPRING, TX",United States
1930771,NICKOLAS CJ,Male,USA,United States,188,53,Taekwondo,18-07-2001,"CHARLOTTE, NC",United States
1930773,TEACHOUT Kristina,Female,USA,United States,187,61,Taekwondo,13-09-2005,"PALM BAY, FL",United States
1930776,COLLINS Danielle,Female,USA,United States,159,83,Tennis,13-12-1993,,
1930777,NAVARRO Emma,Female,USA,United States,151,77,Tennis,18-05-2001,,
1930781,EUBANKS Christopher,Male,USA,United States,160,76,Tennis,05-05-1996,,
1930782,FRITZ Taylor,Male,USA,United States,155,78,Tennis,28-10-1997,,
1930784,GAUFF Coco,Female,USA,United States,190,52,Tennis,13-03-2004,,
1930785,GIRON Marcos,Male,USA,United States,186,75,Tennis,24-07-1993,,
1930790,KRAJICEK Austin,Male,USA,United States,183,84,Tennis,16-06-1990,,
1930791,KRAWCZYK Desirae,Female,USA,United States,162,85,Tennis,11-01-1994,,
1930801,PAUL Tommy,Male,USA,United States,178,62,Tennis,17-05-1997,"DELRAY BEACH, FL",United States
1930802,PEGULA Jessica,Female,USA,United States,157,58,Tennis,24-02-1994,"CHARLESTON, SC",United States
1930804,RAM Rajeev,Male,USA,United States,176,63,Tennis,18-03-1984,,
1930826,ZHANG Lily,Female,USA,United States,168,57,Table Tennis,16-06-1996,,
1930828,JHA Kanak,Male,USA,United States,169,70,Table Tennis,19-06-2000,,
1930832,SUNG Rachel,Female,USA,United States,185,72,Table Tennis,09-07-2004,,
1930833,WANG Amy,Female,USA,United States,159,52,Table Tennis,02-12-2002,"SEWELL, NJ",United States
1931098,HARIMOTO Miwa,Female,JPN,Japan,169,71,Table Tennis,16-06-2008,,
1931099,HARIMOTO Tomokazu,Male,JPN,Japan,171,72,Table Tennis,27-06-2003,TOKYO,Japan
1931100,HAYATA Hina,Female,JPN,Japan,151,55,Table Tennis,07-07-2000,FUKUOKA,Japan
1931101,HIRANO Miu,Female,JPN,Japan,183,80,Table Tennis,14-04-2000,,
1931106,SHINOZUKA Hiroto,Male,JPN,Japan,157,73,Table Tennis,23-12-2003,,
1931109,TOGAMI Shunsuke,Male,JPN,Japan,153,57,Table Tennis,24-08-2001,,Japan
1931124,PAEGLIS Laura,Female,AUS,Australia,167,61,Archery,02-04-2002,VIC,Australia
1931126,BOUKOUVALAS Peter,Male,AUS,Australia,158,63,Archery,02-12-1998,"SYDNEY, NSW",Australia
1931160,TENZIN Sangay,Male,BHU,Bhutan,182,51,Swimming,07-09-2003,PHUKET,Thailand
1931161,KURNIAWAN Joe,Male,INA,Indonesia,184,78,Swimming,02-08-2001,,
1931180,LEE Dohyun,Male,KOR,Korea,164,53,Sport Climbing,08-10-2002,,
1931183,SEO Chaehyun,Female,KOR,Korea,185,51,Sport Climbing,01-11-2003,SEOUL,Korea
1931185,SHIN Euncheol,Male,KOR,Korea,189,69,Sport Climbing,27-05-1999,,Korea
1931243,SUKASEM Vareeraya,Female,THA,Thailand,151,64,Skateboarding,23-10-2011,,
1931269,KIM Euro,Male,KOR,Korea,177,82,Cycling Road,07-10-1999,,
1931278,SONG Minji,Female,KOR,Korea,178,83,Cycling Road,30-03-1998,,
1931298,AMIR,Male,KAZ,Kazakhstan,166,80,Breaking,10-10-1997,MOSCOW,Russian Federation
1931331,KYZAIBAY Nazym,Female,KAZ,Kazakhstan,155,78,Boxing,14-09-1993,ALMATY,Kazakhstan
1931342,KHALZOVA Valentina,Female,KAZ,Kazakhstan,155,75,Boxing,16-01-1996,ASTANA,Kazakhstan
1931345,IBRAGIMOVA Karina,Female,KAZ,Kazakhstan,164,63,Boxing,08-07-1996,,Kazakhstan
1931374,ROMANYK Arthit Mikhail,Male,THA,Thailand,171,63,Sailing,16-01-2001,BANGKOK,Thailand
1931381,MONTGOMERY Sophia,Female,THA,Thailand,165,62,Sailing,04-04-2003,BANGKOK,Thailand
1931384,SHAURI Magdalena,Female,TAN,Tanzania,186,75,Athletics,25-02-1996,ARUSHA,Tanzania
1931493,VERED VILENCHIK Omer,Male,ISR,Israel,187,59,Sailing,08-05-2007,,Israel
1931496,AMAN Aman,Male,IND,India,153,62,Wrestling,16-07-2003,,India
1931500,YOUSRI Akram,Male,EGY,Egypt,179,65,Handball,22-11-1994,GIZA,Egypt
1931570,ABDULLIN Ilfat,Male,KAZ,Kazakhstan,187,75,Archery,09-01-1998,TALDYKORGAN,Kazakhstan
1931572,ZHANGBYRBAY Dauletkeldi,Male,KAZ,Kazakhstan,184,73,Archery,02-06-2004,,
1931573,MAIMURATOV Amir,Male,KAZ,Kazakhstan,186,52,Sport Climbing,19-07-1995,,
1931576,KARIMI Milad,Male,KAZ,Kazakhstan,163,77,Artistic Gymnastics,21-06-1999,ALMATY,Kazakhstan
1931577,KURBANOV Nariman,Male,KAZ,Kazakhstan,165,55,Artistic Gymnastics,06-12-1997,ALMATY,Kazakhstan
1931583,POTAPENKO Yelena,Female,KAZ,Kazakhstan,161,80,Modern Pentathlon,20-04-1993,,
1931584,ABUSAL Wasim,Male,PLE,Palestine,186,61,Boxing,14-06-2004,RAMALLAH,Palestine
1931588,BORODA-DUDOCHKIN Georgiy,Male,KAZ,Kazakhstan,157,55,Modern Pentathlon,16-11-2001,,
1931815,SWIATEK Iga,Female,POL,Poland,152,61,Tennis,31-05-2001,WARSAW,Poland
1931818,ELMASRY Ibrahim,Male,EGY,Egypt,168,85,Handball,11-03-1989,,
1931829,HENDAWY Karim,Male,EGY,Egypt,188,55,Handball,01-05-1988,,Saudi Arabia
1931832,FRECH Magdalena,Female,POL,Poland,188,58,Tennis,15-12-1997,,
1931894,LYNCH Finn,Male,IRL,Ireland,168,56,Sailing,23-04-1996,CARLOW,Ireland
1931914,LINETTE Magda,Female,POL,Poland,167,68,Tennis,12-02-1992,POZNAN,Poland
1931916,ABDELHAK Mohab,Male,EGY,Egypt,183,55,Handball,20-01-2003,NIMES,France
1931934,BARWINSKA Agata,Female,POL,Poland,182,72,Sailing,27-07-1995,GDANSK,Poland
1932027,YANG Amy,Female,KOR,Korea,176,81,Golf,28-07-1989,"ORLANDO, FL",United States
1932109,ALY Mohamed,Male,EGY,Egypt,159,79,Handball,13-11-1992,LONGRONO,Spain
1932124,COMERFORD Niall,Male,IRL,Ireland,167,77,Rugby Sevens,06-04-2000,DUBLIN,Ireland
1932149,YASER ISMAIL Omar,Male,PLE,Palestine,178,71,Taekwondo,03-11-2005,,
1932150,RODRIGUEZ Pedro,Male,HUN,Hungary,182,70,Handball,22-08-1990,TATABANYA,Hungary
1932154,MIKLER Roland,Male,HUN,Hungary,170,54,Handball,20-09-1984,SZEGED,Hungary
1932160,VINESH Vinesh,Female,IND,India,175,55,Wrestling,25-08-1994,BHIWANI,India
1932161,BODO Richard,Male,HUN,Hungary,190,50,Handball,13-03-1993,SZEGED,Hungary
1932168,IMRE Bence,Male,HUN,Hungary,154,72,Handball,15-10-2002,BUDAPEST,Hungary
1932173,ROSOLSKA Alicja,Female,POL,Poland,150,52,Tennis,01-12-1985,,
1932182,SANAD Mohammad,Male,EGY,Egypt,153,71,Handball,16-01-1991,NIMES,France
1932186,ILIC Zoran,Male,HUN,Hungary,155,50,Handball,02-01-2002,HAMBURG,Germany
1932194,LIGETVARI Patrik,Male,HUN,Hungary,163,58,Handball,13-02-1996,VESZPREM,Hungary
1932219,BARTUCZ Laszlo,Male,HUN,Hungary,175,57,Handball,05-11-1991,TATABANYA,Hungary
1932221,TAREK Mohamed,Male,EGY,Egypt,150,84,Handball,15-01-2002,GIZA,Egypt
1932223,SIPOS Adrian,Male,HUN,Hungary,184,67,Handball,08-03-1990,MELSUNGEN,Germany
1932236,ROSTA Miklos,Male,HUN,Hungary,158,71,Handball,14-02-1999,BUCHAREST,Romania
1932243,ANTIM Antim,Female,IND,India,156,80,Wrestling,31-08-2004,,
1932430,BOKA Bendeguz,Male,HUN,Hungary,184,70,Handball,02-10-1993,BALATONFUREDI,Hungary
1932431,ANSHU Anshu,Female,IND,India,178,83,Wrestling,05-08-2001,JIND,India
1932434,DZIARNOWSKA Maja,Female,POL,Poland,156,72,Sailing,07-08-1990,GDA?SK,Poland
1932440,WIERZBICKI Szymon,Male,POL,Poland,164,71,Sailing,21-03-1992,POZNA?,Poland
1932442,KRASODOMSKI Michal,Male,POL,Poland,155,81,Sailing,30-04-2003,,Poland
1932446,BUKSAK Dominik,Male,POL,Poland,159,51,Sailing,19-09-1992,GDA?SK,Poland
1932449,SZITA Zoltan,Male,HUN,Hungary,173,75,Handball,10-02-1998,SZEGED,Hungary
1932450,MELZACKA Aleksandra,Female,POL,Poland,159,79,Sailing,05-05-1998,GDYNIA,Poland
1932456,HANUSZ Egon,Male,HUN,Hungary,189,73,Handball,25-09-1997,STUTTGART,Germany
1932470,ANCSIN Gabor,Male,HUN,Hungary,164,82,Handball,27-11-1990,TATABANYA,Hungary
1932478,NABI Heiki,Male,EST,Estonia,168,79,Wrestling,06-06-1985,,
1932480,DAMASIEWICZ Julia,Female,POL,Poland,166,69,Sailing,22-10-2004,KO?MIN WIELKOPOLSKI,Poland
1932482,ZAKOWSKI Maks,Male,POL,Poland,164,84,Sailing,12-01-1994,LAJSKI,Poland
1932485,TARNOWSKI Pawel,Male,POL,Poland,161,56,Sailing,03-04-1994,SOPOT,Poland
1932492,JANKOWIAK Sandra,Female,POL,Poland,152,82,Sailing,12-01-1996,SZAMOTULY,Poland
1932512,NISHA Nisha,Female,IND,India,152,64,Wrestling,18-10-1998,,
1932534,van der WESTHUIZEN Paige,Female,ZIM,Zimbabwe,178,64,Swimming,23-04-2003,,
1932567,REETIKA Reetika,Female,IND,India,184,66,Wrestling,31-08-2002,,
1932569,SYNORADZKA Martyna,Female,POL,Poland,155,74,Fencing,30-01-1988,,
1932600,SALHE Jorge Antonio,Male,PLE,Palestine,170,62,Shooting,24-08-1974,SANTIAGO,Chile
1932622,BADAWI Fares,Male,PLE,Palestine,168,52,Judo,25-07-1996,BRAUNSCHWEIG,Germany
1932649,ELGENDY Ahmed,Male,EGY,Egypt,158,85,Modern Pentathlon,01-03-2000,,Egypt
1932660,SELO Lina Alemayehu,Female,ETH,Ethiopia,157,78,Swimming,08-10-2000,,
1932666,BLUMAN Daniel,Male,ISR,Israel,178,50,Equestrian,15-03-1990,"WELLINGTON, FL",United States
1932686,MUHR Robin,Male,ISR,Israel,168,79,Equestrian,21-06-1995,AIX-EN-PROVENCE,France
1932735,CYPRIANOS Denilson,Male,ZIM,Zimbabwe,168,61,Swimming,07-10-2002,,
1932740,RUSSEKOFF Isabella,Female,ISR,Israel,185,61,Equestrian,19-05-2000,,Netherlands
1932757,PARNAT Reena,Female,EST,Estonia,156,58,Archery,01-12-1993,PARNU,Estonia
1932764,TOFALIDES Alex,Male,CYP,Cyprus,164,75,Fencing,13-03-1993,LONDON,Great Britain
1932765,GATHIMBA Samuel Kireri,Male,KEN,Kenya,181,72,Athletics,26-10-1987,,
1932812,JEPCHIRCHIR Peres,Female,KEN,Kenya,179,80,Athletics,27-09-1993,KAPSABET,Kenya
1932820,BIBOSSINOV Saken,Male,KAZ,Kazakhstan,183,69,Boxing,03-07-1997,SHYMKENT,Kazakhstan
1932821,SABYRKHAN Makhmud,Male,KAZ,Kazakhstan,190,52,Boxing,09-09-2001,SHYMKENT,Kazakhstan
1932822,MUKHAMMEDSABYR Bazarbay Uulu,Male,KAZ,Kazakhstan,177,64,Boxing,27-11-2002,,Kazakhstan
1932823,SHYMBERGENOV Aslanbek,Male,KAZ,Kazakhstan,159,57,Boxing,09-10-1993,TARAZ,Kazakhstan
1932824,ORALBAY Nurbek,Male,KAZ,Kazakhstan,180,59,Boxing,11-06-2000,ASTANA,Kazakhstan
1932825,ORALBAY Aibek,Male,KAZ,Kazakhstan,158,62,Boxing,11-06-2000,ASTANA,Kazakhstan
1932832,KUNKABAYEV Kamshybek,Male,KAZ,Kazakhstan,189,56,Boxing,18-11-1991,ALMATY,Kazakhstan
1932849,KARUNARATHNA Tharushi,Female,SRI,Sri Lanka,152,79,Athletics,18-11-2004,,Sri Lanka
1932851,OBIRI Hellen,Female,KEN,Kenya,190,82,Athletics,13-12-1989,"BOULDER, CO",United States
1932863,ISMAIL Malak,Female,EGY,Egypt,164,60,Modern Pentathlon,09-06-2005,,Egypt
1932872,LOKEDI Sharon,Female,KEN,Kenya,169,68,Athletics,10-03-1994,"FLAGSTAFF, AZ",United States
1932880,SHABAN Mohanad,Male,EGY,Egypt,184,62,Modern Pentathlon,03-07-2000,,
1932887,ITSEKIRI Usheoritse,Male,NGR,Nigeria,157,72,Athletics,31-01-1998,SAPELE,Nigeria
1932890,JOAO Carolina,Female,POR,Portugal,188,66,Sailing,01-03-1997,SINTRA,Portugal
1932891,COSTA Diogo,Male,POR,Portugal,159,64,Sailing,23-08-1997,PORTO,Portugal
1932892,MARQUES Eduardo,Male,POR,Portugal,154,53,Sailing,15-01-1994,LISBON,Portugal
1932897,PIRES de LIMA Mafalda,Female,POR,Portugal,154,83,Sailing,14-04-1998,,Portugal
1932941,BOEDE BIRO Blanka,Female,HUN,Hungary,174,73,Handball,22-09-1994,BUDAPEST,Hungary
1932947,ALBEK Anna,Female,HUN,Hungary,153,66,Handball,02-12-2001,MOSONMAGYAROVAR,Hungary
1932950,BORDAS Reka,Female,HUN,Hungary,165,59,Handball,26-08-1997,VAC,Hungary
1932952,KHARCHILAVA Lika,Female,GEO,Georgia,164,54,Athletics,04-08-2000,TBILISI,Georgia
1932956,KUCZORA Csenge,Female,HUN,Hungary,173,79,Handball,26-01-2000,VAC,Hungary
1932959,SZOLLOSI-SCHATZL Nadine,Female,HUN,Hungary,150,58,Handball,19-11-1993,GYOR,Hungary
1932960,GONZALEZ Enso,Male,PAR,Paraguay,178,70,Football,20-01-2005,,
1932963,MARTON Greta,Female,HUN,Hungary,158,74,Handball,03-10-1999,BUDAPEST,Hungary
1932969,SIMON Petra,Female,HUN,Hungary,152,60,Handball,12-11-2004,BUDAPEST,Hungary
1932972,GEORGE Patience Okon,Female,NGR,Nigeria,152,61,Athletics,25-11-1991,CALABAR,Nigeria
1933079,DIAZ Carlos,Male,CHI,Chile,187,80,Athletics,09-07-1993,SORIA,Spain
1933094,GYORI-LUKACS Viktoria,Female,HUN,Hungary,166,57,Handball,31-10-1995,BUDAPEST,Hungary
1933100,DUCO Natalia,Female,CHI,Chile,172,61,Athletics,31-01-1989,SANTIAGO DE CHILE,Chile
1933118,GALLARDO Ivana Xennia,Female,CHI,Chile,164,70,Athletics,20-07-1993,SANTIAGO DE CHILE,Chile
1933133,ROMAN Fernando,Male,PAR,Paraguay,153,72,Football,23-02-2001,,
1933137,OGHENEBRUME Godson Oke,Male,NGR,Nigeria,165,76,Athletics,27-05-2003,"BATON ROUGE, LA",United States
1933138,ABDELMAKSOUD Salma,Female,EGY,Egypt,170,73,Modern Pentathlon,19-01-2000,,Egypt
1933159,BRES Klaudia,Female,POL,Poland,175,54,Shooting,22-06-1994,BYDGOSZCZ,Poland
1933162,STANKIEWICZ Aneta,Female,POL,Poland,157,84,Shooting,10-02-1995,BYDGOSZCZ,Poland
1933163,PIOTROWSKA Julia Ewa,Female,POL,Poland,181,75,Shooting,22-06-2001,OLAWA,Poland
1933165,PIETRUK Aleksandra Anna,Female,POL,Poland,158,71,Shooting,31-12-2000,BIALYSTOK,Poland
1933190,KOCHANSKA Natalia,Female,POL,Poland,172,71,Shooting,18-08-1996,ZIELONA GORA,Poland
1933191,KOWALEWICZ Maciej,Male,POL,Poland,166,65,Shooting,04-11-1999,OLSZTYN,Poland
1933193,BARTNIK Tomasz,Male,POL,Poland,176,58,Shooting,15-01-1990,SIEDLCE,Poland
1933244,FLORES Gilberto,Male,PAR,Paraguay,179,68,Football,01-04-2003,ASUNCION,Paraguay
1933249,KEHR Gabriel,Male,CHI,Chile,172,83,Athletics,03-09-1996,TEMUCO,Chile
1933257,MANSILLA Humberto,Male,CHI,Chile,189,69,Athletics,22-05-1996,TEMUCO,Chile
1933275,ROMERO Claudio,Male,CHI,Chile,177,77,Athletics,10-07-2000,"BATON ROUGE, LA",Chile
1933287,PAPP Nikoletta,Female,HUN,Hungary,166,60,Handball,23-07-1996,BUZAU,Romania
1933307,FUEZI TOVIZI Petra Anita,Female,HUN,Hungary,162,61,Handball,15-03-1999,DEBRECEN,Hungary
1933313,PASZTOR Noemi,Female,HUN,Hungary,189,74,Handball,02-04-1999,MOSONMAGYAROVAR,Hungary
1933316,SAENZ de SANTA MARIA Martin,Male,CHI,Chile,190,76,Athletics,17-01-2001,,Chile
1933320,VAMOS Petra,Female,HUN,Hungary,165,75,Handball,14-09-2000,DEBRECEN,Hungary
1933327,DEBRECZENI-KLIVINYI Kinga,Female,HUN,Hungary,188,64,Handball,31-03-1992,BUDAORS,Hungary
1933340,KLUJBER Katrin,Female,HUN,Hungary,151,81,Handball,21-04-1999,BUDAPEST,Hungary
1933348,JANURIK Kinga,Female,HUN,Hungary,177,62,Handball,06-11-1991,BUDAPEST,Hungary
1933350,AHMED Samaa,Female,EGY,Egypt,167,73,Canoe Sprint,22-07-1998,CAIRO,Egypt
1933352,SZEMEREY Zsofi,Female,HUN,Hungary,152,50,Handball,02-06-1994,MOSONMAGYAROVAR,Hungary
1933356,KACSOR Greta,Female,HUN,Hungary,177,56,Handball,24-04-2000,DEBRECEN,Hungary
1933359,PARZAJUK Kevin,Male,PAR,Paraguay,150,84,Football,09-08-2002,,Paraguay
1933364,WEIL Martina,Female,CHI,Chile,167,51,Athletics,12-07-1999,BRUSSELS,Belgium
1933366,PIEK Selena,Female,NED,Netherlands,183,53,Badminton,30-09-1991,ARNHEM,Netherlands
1933369,TABELING Robin,Male,NED,Netherlands,184,58,Badminton,24-04-1994,ARNHEM,Netherlands
1933377,PEZER Mesud,Male,BIH,Bosnia & Herzegovina,151,63,Athletics,27-08-1994,ZENICA,Bosnia & Herzegovina
1933379,RIVAS Daniel,Male,PAR,Paraguay,165,84,Football,06-12-2001,ASUNCION,Paraguay
1933415,ADEYEMI Sikiru Adewale,Male,NGR,Nigeria,158,57,Athletics,02-07-1998,,
1933451,OLAJIDE Olayinka,Female,NGR,Nigeria,177,71,Athletics,28-10-2002,,
1933476,KOECH Simon Kipro,Male,KEN,Kenya,187,62,Athletics,10-06-2003,,Kenya
1933492,FIORAVANTI Leonardo,Male,ITA,Italy,176,71,Surfing,08-12-1997,HOSSEGOR,France
1933496,MUSSIN Adilbek,Male,KAZ,Kazakhstan,180,61,Swimming,04-10-1999,,
1933497,IGNATOVA Xeniya,Female,KAZ,Kazakhstan,184,81,Swimming,02-08-2005,,
1933504,GERASSIMENKO Kirill,Male,KAZ,Kazakhstan,182,60,Table Tennis,18-12-1996,,
1933508,SAFRONOVA Olga,Female,KAZ,Kazakhstan,160,81,Athletics,05-11-1991,PAVLODAR,Kazakhstan
1933512,YEFREMOV David,Male,KAZ,Kazakhstan,190,68,Athletics,15-01-1999,,
1933513,JEPKEMEI Daisy,Female,KAZ,Kazakhstan,183,71,Athletics,13-02-1996,,
1933514,JERUTO Norah,Female,KAZ,Kazakhstan,165,68,Athletics,02-10-1995,,
1933523,MATVEYEVA Yelizaveta,Female,KAZ,Kazakhstan,150,53,Athletics,09-12-2001,,
1933527,MAMAZHANOVA Zhanna,Female,KAZ,Kazakhstan,185,55,Athletics,26-01-1994,SEMEY,Kazakhstan
1933788,ALMEIDA Teresa,Female,ANG,Angola,190,51,Handball,05-04-1988,LUANDA,Angola
1933789,GRANJA Mary Zenaida,Female,ECU,Ecuador,168,77,Athletics,23-04-1995,QUITO,Ecuador
1933793,CARDOZO LUCENA,Male,PAR,Paraguay,183,66,Football,19-10-1994,,
1933807,CAMPOS Daniela,Female,POR,Portugal,187,63,Cycling Road,31-03-2002,LOULE,Portugal
1933810,OLIVEIRA Nelson,Male,POR,Portugal,163,72,Cycling Road,06-03-1989,,
1933812,COSTA Rui,Male,POR,Portugal,186,84,Cycling Road,05-10-1986,,
1933816,LEITAO Iuri,Male,POR,Portugal,170,69,Cycling Track,03-07-1998,VIANA DO CASTELO,Portugal
1933817,OLIVEIRA Ivo,Male,POR,Portugal,180,67,Cycling Track,05-09-1996,,
1933819,MARTINS Maria,Female,POR,Portugal,184,66,Cycling Track,09-07-1999,SANTAREM,Portugal
1933821,OLIVEIRA Rui,Male,POR,Portugal,174,76,Cycling Track,05-09-1996,,Spain
1933823,QUEIROS Raquel,Female,POR,Portugal,174,76,Cycling Mountain Bike,16-03-2000,,
1933998,SUAREZ Gabriela Anahi,Female,ECU,Ecuador,161,60,Athletics,02-02-2001,QUITO,Ecuador
1934027,FERNANDEZ Marcelo,Male,PAR,Paraguay,175,80,Football,25-10-2001,ASUNCION,Paraguay
1934049,PEREZ Marcelo,Male,PAR,Paraguay,179,83,Football,23-03-2001,,
1934254,DEMPFLE-OLIN Sanoa,Female,CAN,Canada,168,52,Surfing,03-07-2005,"TOFINO, BC",Canada
1934263,ALVAREZ Patricia,Female,ESP,Spain,161,66,Hockey,04-03-1998,SANTANDER,Spain
1934264,AMUNDSON Constanza,Female,ESP,Spain,172,55,Hockey,12-02-1998,,Spain
1934268,BARRIOS Laura,Female,ESP,Spain,190,79,Hockey,04-09-2000,,Spain
1934269,BARRIOS Sara,Female,ESP,Spain,179,76,Hockey,04-09-2000,,Spain
1934275,GARCIA Begona,Female,ESP,Spain,154,51,Hockey,19-07-1995,MADRID,Spain
1934276,GINE Xantal,Female,ESP,Spain,179,70,Hockey,23-09-1992,,Spain
1934277,IGLESIAS Belen,Female,ESP,Spain,185,78,Hockey,06-07-1996,MADRID,Spain
1934278,JIMENEZ Lucia,Female,ESP,Spain,153,56,Hockey,08-01-1997,MADRID,Spain
1934281,LOPEZ Maria,Female,ESP,Spain,163,84,Hockey,16-02-1990,MADRID,Spain
